pubmed_id	target_gene_species	Gene	genBank_access	miRNA_species	miRNA
19296470	Homo sapiens	RAB6B	NM_016577	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	TRIB1	NM_025195	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	TTYH3	NM_025250	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ALDOA	NM_000034	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ANXA11	NM_001157	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	CLDN18	NM_016369	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ENTPD4	NM_004901	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	NFATC2IP	NM_032815	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ANK2	NM_001148	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	MEP1A	NM_005588	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	NFATC1	NM_006162	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	SLC7A11	NM_014331	Homo sapiens	hsa-miR-122
20859956	Homo sapiens	PRDXII	NM_181738 	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	CUTL1	NM_181552 	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	MAP3K12	NM_001193511 	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	LAMC1	NM_002293 	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	MAP3K3	NM_203351	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	CLIC4	NM_013943	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	VAV3	NM_006113 	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	CTCF	NM_006565	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	MARK1	NM_018650	Homo sapiens	hsa-miR-122
20842632	Homo sapiens	RAD21	NM_006265 	Homo sapiens	hsa-miR-122
21725618	Homo sapiens	NDRG3	NM_022477	Homo sapiens	hsa-miR-122
18073344	Homo sapiens	GYS1	NM_002103	Homo sapiens	hsa-miR-122
18073344	Homo sapiens	GTF2B	NM_001514	Homo sapiens	hsa-miR-122
18073344	Homo sapiens	SLC7A1	NM_003045	Homo sapiens	hsa-miR-122
18073344	Homo sapiens	ALDOA	NM_184043	Homo sapiens	hsa-miR-122
17308079	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-124
17724173	Homo sapiens	RDH10	NM_172037	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	CD164	NM_006016	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	SLC16A1	NM_003051	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	GAS2L1	NM_152237	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	LAMC1	NM_002293	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	ACAA2	NM_006111	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	SUCLG2	NM_003848	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	ATP6V0E1	NM_003945	Homo sapiens	hsa-miR-124
16549876	Homo sapiens	VAMP3	NM_004781	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	VAMP3	NM_004781	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	CTDSP1	NM_182642	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	PRKD1	NM_002742	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	RHOG	NM_001665	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	NID1	NM_002508	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	C2orf25	NM_015702	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	ARRDC1	NM_152285	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	NFATC1	NM_172390	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	E2F5	NM_001951	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	LOC285908	NM_181722	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	MYO10	NM_012334	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	PDLIM7	NM_213636	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	PGF	NM_002632	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	SENP8	NM_145204	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	FA2H	NM_024306	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	CAPRIN2	NM_032156	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	PLSCR3	NM_020360	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	FAM104A	NM_032837	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	ZFP36L2	NM_006887	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	ERH	NM_004450	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	STX10	NM_003765	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	RFFL	NM_057178	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	TSPAN15	NM_012339	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	unknown	unknown	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	GAS2L1	NM_152237	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	CHODL	NM_024944	Homo sapiens	hsa-miR-124
18042700	Homo sapiens	JAKMIP1	NM_144720	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DFFB	NM_004402	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TRIM29	NM_012101	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C10orf56	NM_153367	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CDC14B	NM_033332	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RARG	NM_000966	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PARP16	NM_017851	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ARPC1B	NM_005720	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PTPN12	NM_002835	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	EYA4	NM_172105	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TARBP1	NM_005646	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MAD2L2	NM_006341	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LMNB1	NM_005573	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	G3BP1	NM_005754	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	KANK1	NM_153186	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	UHRF1	NM_013282	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CPNE3	NM_003909	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SLC15A4	NM_145648	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DHCR24	NM_014762	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ACTR8	NM_022899	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MYH9	NM_002473	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ELF4	NM_001421	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MAPK1IP1L	NM_144578	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RAG1AP1	NM_018845	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CDCA7	NM_031942	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C7orf42	NM_017994	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	STOM	NM_004099	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MTMR6	NM_004685	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	POLR3G	NM_006467	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ANXA8L2	NM_001630	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	OSBPL8	NM_020841	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	BTG3	NM_006806	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SLC17A5	NM_012434	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	VPS37C	NM_017966	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SEC11A	NM_014300	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	VAMP3	NM_004781	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	USP48	NM_032236	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PTTG1IP	NM_004339	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PGM1	NM_002633	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CYP1B1	NM_000104	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TOM1L1	NM_005486	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SMAD5	NM_005903	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	NFIC	NM_005597	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RYK	NM_002958	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RBMS1	NM_016839	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CTGF	NM_001901	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CHSY1	NM_014918	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LOC552891	NM_004125	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	GMCL1	NM_178439	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ENDOD1	XM_290546	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LRRC58	NM_001099678	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MAPK14	NM_139012	Homo sapiens	hsa-miR-124
18451139	Homo sapiens	CEBPA	NM_004364	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CD164	NM_006016	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CTDSP1	NM_021198	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LITAF	NM_004862	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ATP6V0E1	NM_003945	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LASS2	NM_022075	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C11orf75	NM_020179	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PPP1R13L	NM_006663	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PLOD3	NM_001084	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CDCA7L	NM_018719	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DNAJC1	NM_022365	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CAV1	NM_001753	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TJP2	NM_004817	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SYNGR2	NM_004710	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SNAI2	NM_003068	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	AP1M2	NM_005498	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TWIST2	NM_057179	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RBM47	NM_019027	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LRRC1	NM_018214	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	HADHB	NM_000183	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TMEM109	NM_024092	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C12orf23	NM_152261	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	AK2	NM_013411	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	BBF2H7	XM_291242	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	HADH	NM_005327	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LOC286077	XM_209892	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	FCHO2	XM_291142	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C14orf24	NM_173607	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TEAD1	NM_021961	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	STX10	NM_003765	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RNPEPL1	NM_018226	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ABHD5	NM_016006	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ELOVL1	NM_022821	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ARHGEF1	NM_004706	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SWAP70	NM_015055	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TLN1	NM_006289	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TRIP11	NM_004239	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SYPL1	NM_006754	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	STX2	NM_001980	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CEBPA	NM_004364	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C18orf37	NM_194281	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PECI	NM_006117	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PHF19	XM_045308	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	NARG1	NM_057175	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	FAM57A	NM_024792	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SERP1	NM_014445	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TMBIM1	NM_022152	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SLC25A30	NM_001010875	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	LDLRAP1	NM_015627	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TSC22D4	NM_030935	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	GNAI3	NM_006496	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	F11R	NM_144503	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	GTPBP8	NM_014170	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MPHOSPH9	NM_022782	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	B4GALT1	NM_001497	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ZBED3	NM_032367	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	FAM35A	NM_019054	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PGRMC2	NM_006320	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	NECAP2	NM_018090	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DNM2	NM_004945	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TUBB6	NM_032525	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ARFIP1	NM_014447	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MDFIC	NM_199072	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	UHMK1	NM_175866	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SLC16A1	NM_003051	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TSKU	NM_015516	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	NME4	NM_005009	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ACAA2	NM_006111	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DRAM	NM_018370	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SP1	NM_138473	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CHP	NM_007236	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CTNND1	NM_001331	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PODXL	NM_005397	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ZNF790	NM_206894	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PLP2	NM_002668	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	OAF	NM_178507	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	AHR	NM_001621	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DVL2	NM_004422	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ASPRV1	NM_152792	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	QSER1	NM_024774	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	IFRD2	NM_006764	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CCDC99	NM_017785	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PTBP1	NM_002819	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SERPINB6	NM_004568	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C6orf72	NM_138785	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	AHRR	NM_020731	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	HEBP2	NM_014320	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SLC30A7	NM_133496	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ARAF	NM_001654	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	GSN	NM_000177	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	APEX2	NM_014481	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ANKRD27	NM_032139	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PAPSS2	NM_004670	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	NEK9	NM_033116	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CHST14	NM_130468	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SSFA2	NM_006751	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	C2orf12	XM_944033	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ALDH9A1	NM_000696	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	HTATIP2	NM_006410	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CLDND1	NM_019895	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	FAM129B	NM_022833	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	ARHGAP29	NM_004815	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	KIAA1102	XM_044461	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CDK4	NM_000075	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CD59	NM_000611	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DCTD	NM_001921	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	USP49	NM_018561	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	unknown	unknown	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	TNFRSF21	NM_014452	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RASSF5	NM_031437	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	SLC22A5	NM_003060	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	KATNA1	NM_007044	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	RELA	NM_021975	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	DEPDC1	NM_017779	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	PLDN	NM_012388	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	CTDSP2	NM_005730	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	MAN2A1	NM_002372	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	NEK6	NM_014397	Homo sapiens	hsa-miR-124
15685193	Homo sapiens	IQGAP1	NM_003870	Homo sapiens	hsa-miR-124
18607543	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-124
18607543	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-124
20144220	Homo sapiens	ELK3	NM_005230	Homo sapiens	hsa-miR-124
20042474	Homo sapiens	LDLR	NM_000527	Homo sapiens	hsa-miR-124
19703567	Homo sapiens	BDNF	NM_170735	Homo sapiens	hsa-miR-124
21672940	Homo sapiens	ROCK2	NM_004850	Homo sapiens	hsa-miR-124
21672940	Homo sapiens	EZH2	NM_152998	Homo sapiens	hsa-miR-124
22178568	Homo sapiens	BACE1	NM_138973	Homo sapiens	hsa-miR-124
19435910	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-124a
19404929	Homo sapiens	CDK2	NM_001798	Homo sapiens	hsa-miR-124a
19404929	Homo sapiens	MCP1	NM_002982	Homo sapiens	hsa-miR-124a
21887253	Homo sapiens	JAG1	NM_000214	Homo sapiens	hsa-miR-124a
21266359	Homo sapiens	HPSE	NM_006665 	Homo sapiens	hsa-mir-1258
17110380	Homo sapiens	ERBB2	NM_004448	Homo sapiens	hsa-miR-125a-5p
17110380	Homo sapiens	ERBB3	NM_001982	Homo sapiens	hsa-miR-125a-5p
16227573	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125a-5p
16227573	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125a-5p
19881956	Homo sapiens	ARID3B	NM_006465	Homo sapiens	hsa-miR-125a-5p
19818772	Homo sapiens	TP53	NM_000546	Homo sapiens	hsa-miR-125a-5p
19875930	Homo sapiens	HuR	NM_001419	Homo sapiens	hsa-miR-125a-5p
17110380	Homo sapiens	ERBB2	NM_004448	Homo sapiens	hsa-miR-125b
17110380	Homo sapiens	ERBB3	NM_001982	Homo sapiens	hsa-miR-125b
18230348	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	BAK1	NM_001188	Homo sapiens	hsa-miR-125b
17483472	Homo sapiens	NTRK3	NM_001007156	Homo sapiens	hsa-miR-125b
16495412	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125b
16495412	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125b
16227573	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125b
16227573	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	C10orf104	NM_173473	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	H3F3B	NM_005324	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	ADAMTS1	NM_006988	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	PERP	NM_022121	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	B3GALT4	NM_003782	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	HOMER2	NM_199332	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	GPR160	NM_014373	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CASP7	NM_033340	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CEBPG	NM_001806	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CBLN2	NM_182511	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	HIST1H4A	NM_003538	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	LOC92270	NM_001017971	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CBX7	NM_175709	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	UGT2B15	NM_001076	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	UBE2I	NM_194261	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	RBM8A	NM_005105	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	FLJ41484	NM_001039799	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	IL1RN	NM_173843	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	UGT2B28	NM_053039	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CASP6	NM_032992	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	DIO3	NM_001362	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	ID2	NM_002166	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	PCDHB10	NM_018930	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	SGPL1	NM_003901	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CYP1A1	NM_000499	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	CLU	NM_203339	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	IGFBP3	NM_001013398	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	PIGR	NM_002644	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	UGT2B17	NM_001077	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	TSPAN8	NM_004616	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	MAN1A1	NM_005907	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	ODZ2	NM_001122679	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	JARID2	NM_004973	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	ID3	NM_002167	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	ID1	NM_181353	Homo sapiens	hsa-miR-125b
18056640	Homo sapiens	FAM19A1	NM_213609	Homo sapiens	hsa-miR-125b
18756266	Homo sapiens	SMO	NM_005631	Homo sapiens	hsa-miR-125b
20347935	Homo sapiens	CDKN2A	NM_058195	Homo sapiens	hsa-miR-125b
20194440	Homo sapiens	ST18	NM_014682	Homo sapiens	hsa-miR-125b
20194440	Homo sapiens	DICER1	NM_177438	Homo sapiens	hsa-miR-125b
19998415	Homo sapiens	KRT	NM_002276	Homo sapiens	hsa-miR-125b
19948152	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-125b
19948152	Homo sapiens	CDC25A	NM_201567	Homo sapiens	hsa-miR-125b
19875930	Homo sapiens	HuR	NM_001419	Homo sapiens	hsa-miR-125b
19738052	Homo sapiens	BMPR1B	NM_001203	Homo sapiens	hsa-miR-125b
19471102	Homo sapiens	BMF	NM_001003942	Homo sapiens	hsa-miR-125b
19471102	Homo sapiens	BMF	NM_001003942	Homo sapiens	hsa-miR-125b
20351193	Homo sapiens	κB-Ras2 	NM_017595 	Homo sapiens	hsa-miR-125b
20549700	Homo sapiens	E2F3	NM_001949 	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Bak1	NM_001188 	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Cdc25c	NM_001790	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Ppp1ca 	NM_002708 	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Ppp2ca	NM_002715 	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Prkra	NM_003690 	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	PUMA	NM_001127240	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Tdg	NM_003211	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Tp53	NM_000546	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	TP53INP1	NM_033285	Homo sapiens	hsa-miR-125b
21935352	Homo sapiens	Zac1 	NM_006718 	Homo sapiens	hsa-miR-125b
22071331	Homo sapiens	4E-BP1	NM_004095 	Homo sapiens	hsa-miR-125b
18227515	Homo sapiens	VCAM1	NM_080682	Homo sapiens	hsa-miR-126
18663744	Homo sapiens	PIK3R2	NM_005027	Homo sapiens	hsa-miR-126
18602365	Homo sapiens	CRKL	NM_005207	Homo sapiens	hsa-miR-126
18834857	Homo sapiens	IRS1	NM_005544	Homo sapiens	hsa-miR-126
19223090	Homo sapiens	VEGFA	NM_001033756	Homo sapiens	hsa-miR-126
20083669	Homo sapiens	TOM1	NM_005488	Homo sapiens	hsa-miR-126
21249429	Homo sapiens	VEGFA	NM_001025366	Homo sapiens	hsa-miR-126
21249429	Homo sapiens	PIK3R2	NM_005027	Homo sapiens	hsa-miR-126
18193184	Homo sapiens	SLC45A3	NM_033102	Homo sapiens	hsa-miR-126
18193184	Homo sapiens	SLC45A3	NM_033102	Homo sapiens	hsa-miR-126
16766263	Homo sapiens	BCL6	NM_138931	Homo sapiens	hsa-miR-127-3p
19530237	Homo sapiens	BLIMP1	NM_001198	Homo sapiens	hsa-miR-127-3p
19530237	Homo sapiens	XBP1	NM_005080	Homo sapiens	hsa-miR-127-3p
18810376	Homo sapiens	E2F3	NM_001949	Homo sapiens	hsa-miR-128
